ID,AUTHOR,DATE,CONTENT,CLASS
1517,Carolina Sanchez Cifuentes,2015-05-21T01:06:57.289000,Love you﻿,0
1518,Lil M,,Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,1
1519,HOTFUZZOFFICIAL,,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1
1520,Nikola Vejionvic,,/watch?v=aImbWbfQbzg watch and subscrible,1
1521,Jp Galeanoo,2015-05-21T01:05:43.761000,I  love you Eminem﻿,0
1522,geraldine lopez,2015-05-20T23:44:25.920000,love the you lie the good﻿,0
1523,Daniel Tabatabai,2015-05-20T22:58:46.199000,still listening in 2015﻿,0
1524,M.E.S,,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
1525,Brian Fletcher,2015-05-20T22:52:14.890000,Eminem rocks!﻿,0
1526,KOZZI RAP,,CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,1
1527,Honesty Wright,2015-05-20T19:58:06.997000,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,0
1528,Marcellus Scates-nash,2015-05-20T19:58:01.440000,awesome﻿,0
1529,Ikram Riani,2015-05-20T18:53:35.943000,I lovet﻿,0
1530,Complete Pranks,, Subscribe and like my video please,1
1531,ryan cooper,,subscribed :) btw you have a good style keep it up brother :)),1
1532,Drake Gagne,,I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,1
1533,Joao Victor Canassa,2015-05-20T17:41:30.002000,Charlie from Lost!﻿,0
1534,Mortal 2,2015-05-20T16:32:56.261000,Eminem THE BEST !﻿,0
1535,jacobvine2000 .,,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1
1536,Vevo Ny,2015-05-20T15:34:47.099000,❤️❤️❤️﻿,0
1537,KOZZI RAP,,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,1
1538,Giovanni Satta,2015-05-20T09:10:44.658000,beautiful song!﻿,0
1539,KOZZI RAP,,CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
1540,M.E.S,,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS,1
1541,Hazeandrymojilip Hazeandrymojilip,2015-05-20T03:47:31.476000,best rap ever﻿,0
1542,Aubone LeMieux ,2015-05-20T03:15:39.925000,I lover this song,0
1543,M.E.S,,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time,1
1544,Isabel Flores,2015-05-20T00:49:34.070000,Love your songs<br />Supper cool<br />﻿,0
1545,Harl Bever,2015-05-19T23:23:30.286000,I like the music...but is anyone listening to the lyrics?﻿,0
1546,YungDreams,,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.,1
1547,InfernoGaming,2015-05-19T23:19:47.316000,:D﻿,0
1548,Trey Curling,,Check out my channel for some lyricism.....,1
1549,Earline Craver,2015-05-19T22:35:44.690000,Me and my big sister like you﻿,0
1550,TheFegi12,2015-05-19T22:30:57.239000,Not bad﻿,0
1551,cristina virrueta,2015-05-19T21:51:44.586000,I love eminem  &lt;3﻿,0
1552,nataly gonzález,2015-05-19T21:49:18.833000,She looks like Megan Fox 😂 xD!!﻿,0
1553,RapStarz Coleman,,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,1
1554,Nicky G,2015-05-19T20:56:00.184000,is that megan fox?﻿,0
1555,Uday Kanwar,2015-05-19T19:30:58.135000,You can not hate eminem and nirvana...trust me﻿,0
1556,Jorge Salazar,2015-05-19T18:13:35.054000,Like eminen﻿,0
1557,Stacy,,check out my playlist,1
1558,seven4justice,,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,1
1559,McCostaOficial,,subscribe to my channel who can,1
1560,Ahmed Medhat,2015-05-19T15:23:47.680000,Simply rap god﻿,0
1561,clirim99,2015-05-19T12:13:44.952000,is that megan fox x:D?﻿,0
1562,Sonny Carter,2015-05-19T11:11:27.740000,I love this song﻿,0
1563,canku alkan,,check out my new EM cover video trailer,1
1564,BAT MAN,2015-05-19T10:33:12.247000,Really good song .<br />you know love song song.﻿,0
1565,Str8 Royalty,2015-05-19T09:46:37.599000,Eminem is the greatest artist to ever touch the mic.﻿,0
1566,BEER BEER,2015-05-19T09:42:56.560000,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0
1567,dimitar traykov,2015-05-19T09:35:31.114000,some classsic :))))﻿,0
1568,Daniel Ebrey,,sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall,1
1569,Punk 0utlaw,2015-05-19T06:14:30.089000,"This song is like an oreo, the black part is good but the white part is better﻿",0
1570,Daniel Harding,2015-05-07T22:59:13.323000,That guy charley of lost TV show﻿,0
1571,David Bottenberg,,subscribe to my channel  /watch?v=NxK32i0HkDs,1
1572,Ashim Limbu,, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,1
1573,Amaral Shady 013,2015-05-07T22:43:51.220000,Hello Brazil 😻✌💓😻👏﻿,0
1574,SIR JOHN,2015-05-07T02:28:12.704000,EMINEM the best EVER.﻿,0
1575,M.E.S,,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1
1576,Ando Nesia - | MC | Music Producer,,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.,1
1577,Erin Williams,2015-05-06T17:19:21.193000,Best. Song. EVER 🙌﻿,0
1578,the34104,,check out eminem latest track survival if u didnt,1
1579,Dany PK,,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,1
1580,SmexyFriedChicken,,Check out my videos guy! :) Hope you guys had a good laugh :D,1
1581,The Guy That's Done Everything,,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,1
1582,Jesse Pinkman,2015-05-06T11:42:44.601000,Rihanna looks so beautiful with red hair ;)﻿,0
1583,Gaming Gaming,2015-05-06T10:56:35.972000,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
1584,dharma pal,2015-05-29T02:30:18.971000,Nice song﻿,0
1585,Tiza Arellano,2015-05-29T00:14:48.748000,I love song ﻿,0
1586,Prìñçeśś Âliś Łøvê Dømíñø Mâđiś™ ﻿,2015-05-28T21:00:08.607000,I love song ﻿,0
1587,Eric Gonzalez,2015-05-28T20:47:12.193000,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",0
1588,Analena López,2015-05-28T17:08:29.827000,shakira is best for worldcup﻿,0
1589,jehoiada wellington,2015-05-28T17:06:37.288000,The best world cup song ever!!!!﻿,0
1590,Kara Cuthbertson,2015-05-28T15:46:42.482000,I love﻿,0
1591,Sudheer Yadav,2015-05-28T10:28:25.133000,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,1
1592,Alex John,2015-05-28T07:44:52.614000,Awesome ﻿,0
1593,Nirab Valobasha,2015-05-27T21:31:38.388000,I like shakira..﻿,0
1594,Chelsea Andrews,2015-05-27T20:43:10.162000,Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿,0
1595,Kevin Sosa,2015-05-27T20:04:41.308000,Why so many disliked??????!!!!!!😯﻿,0
1596,OldSchool Music,2015-05-27T19:00:57.936000,I don&#39;t think this song will ever get old ﻿,0
1597,Stephen Lister,2015-05-27T16:04:42.059000,Love song﻿,0
1598,Karolína Hlavatá,2015-05-27T14:41:43.081000,wery good﻿,0
1599,DubCedSky,2015-05-27T13:51:19.674000,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
1600,akita hachiko,2015-05-27T13:07:33.766000,Whose watching this in 2015. If so hi-5﻿,0
1601,Benjy Growls,2015-05-27T09:27:26.667000,I love this song so much &lt;3<br />Keep em&#39; coming!﻿,0
1602,monkey moments,2015-05-27T09:24:10.239000,i love this song thumsb up to you﻿,0
1603,Dr.geetanjali sharma,2015-05-27T09:14:14.641000,Waka best one﻿,0
1604,Axy665,2015-05-27T06:57:11.853000,5 years later i still love this song <br />~Axy665﻿,0
1605,celma joao tomas anacuja anacuja celma joao tomas,2015-05-27T06:30:54.415000,Like﻿,0
1606,Raafat saeed,2015-05-27T04:19:29.178000,Check out this playlist on YouTube:﻿,1
1607,ortiz brown,2015-05-27T02:51:25.515000,Her voice sounds weird and plus she&#39;s cute for a blonde﻿,0
1608,mike the greek gamer,2015-05-26T21:42:43.953000,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
1609,Aveonne Walker,2015-05-26T21:36:16.925000,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,0
1610,MikeTheOne42,2015-05-26T17:19:16.527000,still watching in 2015...﻿,0
1611,Golden Lion,2015-05-26T17:16:06.269000,Shakira is my favourite singer. Wooooo﻿,0
1612,Coc Chitthu,2015-05-26T16:45:32.708000,i remember this song!,0
1613,vuong quang,2015-05-26T14:53:14.277000,Like﻿,0
1614,Ryan Ramma,2015-05-26T14:39:51.793000,Whose who are watching this in 2015.  LIKE!﻿,0
1615,Terry Short,2015-05-26T14:33:52.496000,"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿",1
1616,marko kacar,2015-05-26T09:54:10.695000,best song in world﻿,0
1617,ovidiu mitricioiu,2015-05-26T08:11:50.918000,BEAUTIFUL,0
1618,Agung Handono Susilo,2015-05-26T03:34:08.887000,Good song:-)﻿,0
1619,Nimesh Nambiar,2015-05-26T03:17:53.672000,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
1620,‫حلم الشباب‬‎,2015-05-25T23:42:49.533000,Check out this video on YouTube:﻿,1
1621,Zcoria Kelly,2015-05-25T22:43:48.266000,Love this song﻿,0
1622,Spider Girl,2015-05-25T21:31:01.689000,Love this song! My soccer team made a cd for our couch with this song on it!﻿,0
1623,Ernest Foli,2015-05-25T21:08:10.798000,fave song﻿,0
1624,Laura Gray,2015-05-25T19:56:09.670000,Watching in 2015﻿,0
1625,Trygve Nilsen,2015-05-25T19:48:16.265000,I felt old when I realized that this song was 5 years old...﻿,0
1626,Сергей Андреевич,2015-05-25T18:00:22.486000,love Shakira!﻿,0
1627,adey lanre,2015-05-25T16:39:15.791000,One of the best song of all the time﻿,0
1628,bossdon redhouse,2015-05-25T15:53:41.740000,I really am madly in love with this woman!!﻿,0
1629,Eidya Pal,2015-05-25T14:43:55.353000,i totally love this song. absolutely fantastic! i love ya shakira!﻿,0
1630,Ed Garcon,2015-05-25T14:05:41.188000,im still watching in 2015﻿,0
1631,rachel perez,2015-05-25T14:05:18.188000,the song is sad﻿,0
1632,Ibtihal Baho,2015-05-25T11:21:16.857000,goood﻿,0
1633,Viv Varghese,2015-05-25T08:59:50.837000,The best FIFA world cup song for sure.﻿,0
1634,Thiago Andrade,2015-05-25T08:08:49.121000,Nice vídeo shakira good﻿,0
1635,Abdullah Fawzi,2015-05-25T06:25:22.319000,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",1
1636,Abdullah Fawzi,2015-05-25T06:23:24.405000,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1
1637,Nash Alema,2015-05-25T03:09:41.790000,Waka waka﻿,0
1638,Russian soldier sniper,2015-05-25T02:38:54.495000,she is beautiful but it is not American!﻿,0
1639,Toby Bywater,2015-05-25T01:47:45.053000,Thumbs up if your watching in 2015﻿,1
1640,Mohammed Yousef,2015-05-24T22:42:30.198000,ILOVETHISSONG﻿,0
1641,JH Simene,2015-05-24T22:24:17.416000,Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,1
1642,MmmHmmm,2015-05-24T20:38:33.832000,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0
1643,Angelica Figueroa,2015-05-24T20:29:41.546000,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,0
1644,Syed Akbar Ali,2015-05-24T19:33:39.585000,Check out this video on YouTube:﻿,1
1645,Oreoluwa Ajjayi,2015-05-24T16:05:33.401000,I love you﻿,0
1646,Eric Gonzalez,2015-05-24T15:35:03.844000,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0
1647,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,2015-05-24T14:57:52.858000,ILove shakira ﻿,0
1648,Tierra Carbon,2015-05-24T14:21:54.411000,It was  cool   the best   song ever  ﻿,0
1649,Lala Ella,2015-05-24T14:16:59.411000,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0
1650,Alexander Solli,2015-05-24T12:32:18.770000,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1
1651,Arvind Pandey,2015-05-24T11:55:30.385000,nice song﻿,0
1652,Abdou Abdou,2015-05-24T10:01:03.912000,waka waka﻿,0
1653,MOHAMED THASLEEM,2015-05-24T07:03:59.488000,super music﻿,0
1654,Haolin Tan,2015-05-24T03:55:10.367000,How could 108k people dislike this song or video﻿,0
1655,Lupitaochoa Dieciseis,2015-05-24T03:02:38.357000,Love it!!!!!!!!!!!!!!!!💜﻿,0
1656,Carmen W,2015-05-24T01:36:23.815000,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0
1657,Hamilton44,2015-05-23T22:08:55.169000,Youtube comments be like<br />This is so 5 years ago. ﻿,0
1658,Leedl bagginshield,2015-05-23T21:27:36.596000,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,0
1659,Athena Gomez,2015-05-23T20:45:58.511000,Your the best♣♥﻿,0
1660,Athena Gomez,2015-05-23T20:44:51.396000,I love you  ;p﻿,0
1661,Anastasia Trevla,2015-05-23T18:35:07.666000,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,0
1662,Jessica Onyekwere,2015-05-23T17:42:14.383000,"This song is special, because is a song for Africa  and I am an African ﻿",0
1663,GamingWith Kim,2015-05-23T17:40:19.322000,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,0
1664,Raphael Lipusch,2015-05-23T17:07:04.122000,I love shakira<br />❤❤❤❤﻿,0
1665,rtfamily,2015-05-23T16:45:03.492000,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",1
1666,KAM IL,2015-05-23T16:06:50.834000,I remember that torunament like it was today.﻿,0
1667,Madalynn Miller,2015-05-23T12:51:30.214000,Thank you. Please give your email. ﻿,1
1668,ashwini praveena,2015-05-23T12:47:50.445000,beautiful﻿,0
1669,Karol Martinez Restrepo Martinez,2015-05-23T12:16:41.723000,Like﻿,0
1670,Hidayet Özsoy,2015-05-23T10:46:16.850000,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",0
1671,Рустем Ахметов,2015-05-23T10:13:32.711000,GREAT!!!﻿,0
1672,Orlando Saeroon,2015-05-23T09:50:45.142000,Best World Cup Song﻿,0
1673,redouane najja,2015-05-23T08:57:27.240000,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,1
1674,Manish Ray,2015-05-23T08:55:07.512000,This song is so beauty,0
1675,Misako Detenamo,2015-05-23T07:27:41.917000,I heard this when I was only 6 years old and I still love it﻿,0
1676,Naseeb Jan,2015-05-23T07:12:18.941000,nice song﻿,0
1677,Martis Zelvis,2015-05-23T05:49:17.300000,waka waka:-):-):-)﻿,0
1678,alejandro rojas,2015-05-23T03:50:04.006000,Oh my god go to 1 billion of replay i love shakira﻿,0
1679,Dunrell Pinder,2015-05-23T02:57:54.433000,i love her﻿,0
1680,Angie Vazquez,2015-05-23T02:51:23.999000,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,0
1681,Hermen De Greef,2015-05-22T21:46:43.778000,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,1
1682,bilal bilo,2015-05-22T20:36:36.926000,I liked<br />﻿,0
1683,twee gekkos,2015-05-22T20:10:26.759000,I like this song ﻿,0
1684,Robin Turnbull,2015-05-22T18:19:26.548000,i like it :)﻿,0
1685,Jobs Ho 何祯喬,2015-05-22T13:23:20.077000,Waka waka !!!﻿,0
1686,Lucia Scarlet,2015-05-22T11:56:53.104000,Amazing song﻿,0
1687,Wiki Smolinska,2015-05-22T09:47:17.977000,Cool song ﻿,0
1688,black tiger,2015-05-22T05:23:38.336000,i love u  shakira﻿,0
1689,Octavia W,2015-05-22T02:33:26.041000,Waka waka ﻿,0
1690,Elena Macchiaverna,2015-05-22T01:21:46.397000,this song sucks﻿,0
1691,The Emerald Minecraft,2015-05-22T00:47:50.295000,Lol I love this song﻿,0
1692,Shakira Forever,2015-05-22T00:36:04.509000,Shakira﻿,0
1693,AlabaGames,2015-05-22T00:31:43.922000,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,1
1694,Tillolo79,2015-05-21T22:54:24.249000,Wow...5 years<br />﻿,0
1695,Free Video Tv,2015-05-21T21:15:41.869000,subscribe to me and I wil subscribe to you back﻿,1
1696,Olda87 CZ,2015-05-21T18:12:34.046000,You best singer﻿,0
1697,Дмитрий Гаврилов,2015-05-21T16:29:03.583000,5 years soon!﻿,0
1698,Berthe Etale Bengue,2015-05-21T15:34:32.783000,Like﻿,0
1699,liliana ciancio,2015-05-21T14:52:58.650000,Wanderfol is love or miusic﻿,0
1700,Diego Donzelli,2015-05-21T14:51:22.565000,waka waka﻿,0
1701,Debora Favacho (Debora Sparkle),2015-05-21T14:08:41.338000,BEST SONG EVER X3333333333﻿,0
1702,林思鳳,2015-05-21T12:35:28.603000,"Very pleasant to hear, haha, good.﻿",0
1703,Mahya Roohi,2015-05-21T08:19:31.099000,love!!!!﻿,0
1704,strong heart,2015-05-21T08:00:58.240000,wow,0
1705,Ec Martinez,2015-05-21T02:28:12.963000,Waka waka eh eh﻿,0
1706,Napoleon Maldia,2015-05-21T01:53:33.012000,Cutie girl and beautiful song,0
1707,Camila Rodrigues,2015-05-21T01:27:39.321000,Love you shkira﻿,0
1708,Trollsif Stalin,2015-05-21T01:05:19.225000,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0
1709,Ayano Hattori,2015-05-21T00:04:37.489000,I loved this song when I was in my teenage years!﻿,0
1710,John Wilkie,2015-05-20T19:35:54.615000,Lip synch is terrible﻿,0
1711,Lili♥,2015-05-20T17:20:19.177000,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0
1712,Lucas Bonini,2015-05-20T17:15:30.741000,Gusttavo Lima Você não me conhece <br />Check out﻿,1
1713,ibrahim kula,2015-05-20T16:53:38.768000,Best world cup offical song﻿,0
1714,THE GAMER OF TOMORROW,2015-05-20T14:56:07.374000,5 years ago damn ﻿,0
1715,Basanagowda Policepatil,2015-05-20T14:47:02.884000,Very nice,0
1716,Ruchira Naidu,2015-05-20T14:34:27.224000,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",1
1717,Play Now,2015-05-20T10:06:29.780000,like me﻿,0
1718,vimal singhania,2015-05-20T09:48:09.938000,SHAKIRA SONG WAKA WAKA﻿,0
1719,Dara O,2015-05-20T02:39:10.745000,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,0
1720,Samuel Hsu,2015-05-20T02:24:46.417000,I love this song and expect the World Cup .﻿,0
1721,Matheus Ribeiro,2015-05-20T01:41:33.711000,Good times ...﻿,0
1722,LiveLikeLien x,2015-05-20T00:57:56.444000,"It makes me happy instantly, and makes me forgot everything bad happening!﻿",0
1723,LiveLikeLien x,2015-05-20T00:57:28.965000,Love this song so much! One of my faves! Xxx﻿,0
1724,Kalle Eklund,2015-05-19T23:29:31.994000,"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",0
1725,Mohamed Anhari,2015-05-19T23:02:25.583000,BEST SONG! GO SHAKI :D﻿,0
1726,SmokinBlue,2015-05-19T22:08:37.320000,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,0
1727,Tomke Brate,2015-05-19T20:02:18.759000,....I stil lisening this :)﻿,0
1728,KILLER SVK,2015-05-19T19:12:17.614000,sexy shakira﻿,0
1729,LaiLa Steudle,2015-05-19T19:06:50.714000,I love you Shakiria!!!!!!﻿,0
1730,LaiLa Steudle,2015-05-19T19:05:28.470000,Me and my aunt love this song!!!!!﻿,0
1731,nosa bella,2015-05-18T22:19:53.735000,I subscribed it<br />﻿,1
1732,C Williams,2015-05-18T21:51:36.079000,Check out this playlist on YouTube<br />﻿,1
1733,Lizle Productions,2015-05-16T11:33:22.322000,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,1
1734,gamila Khalil,2015-05-14T19:02:59.210000,Check out this video on YouTube:﻿,1
1735,Nancy Kiragu,2015-05-12T11:48:27.242000,Check out this playlist on YouTube:Central ﻿,1
1736,RezAIIDay,2015-05-11T19:01:00.573000,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",1
1737,GALAXIAN HD,2015-05-09T16:51:31.436000,please visit my channel﻿,1
1738,‫انس الغامدي‬‎,2015-05-09T00:09:35.368000,Pleas subscribe my channel GamezZMTA﻿,1
1739,GamezZ MTA,2015-05-09T00:08:26.185000,Pleas subscribe my channel﻿,1
1740,joory amora,2015-05-09T00:07:53.422000,Pleas subscribe GamezZ MTA my channel<br />﻿,1
1741,Simon Morales,2015-05-08T20:28:10.938000,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",1
1742,Felipe Browne,2015-05-08T01:52:42.291000,Check out this video on YouTube: ﻿,1
1743,CliP ArT shoW,2015-05-06T07:40:02.079000,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,1
1744,Pauline Martinez,2015-05-06T03:21:12.870000,Check out this playlist on YouTube:﻿,1
1745,Hawa Bah,2015-05-03T17:20:32.978000,Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,1
1746,Si Ham,2015-04-30T07:59:41.488000,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1
1747,GALAXIAN HD,2015-04-26T17:36:25.815000,i am from Brazil please subscribe my channel love you all﻿,1
1748,Robloxia Asap,2015-04-25T19:54:03.298000,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,1
1749,How To,2015-04-25T06:38:00.463000,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1
1750,mariam shoja,2015-04-23T10:14:34.527000,Check out this video on YouTube:﻿,1
